0.408257000 0.008178300 0.009628540 0.006987090 0.034938800 0.007527970 0.009784670 0.122161000 0.003915180 0.012578400 0.015833900 0.005967020 0.008131320 0.006160430 0.039415600 0.168245000 0.065813300 0.001875160 0.004157970 0.060442700 
0.102776000 0.041866400 0.021327200 0.015594400 0.014966300 0.044068500 0.041966700 0.013880600 0.015886500 0.106608000 0.113194000 0.043634400 0.043780000 0.018072900 0.022325100 0.052960800 0.108174000 0.004514720 0.013737400 0.160665000 
0.035176600 0.001967860 0.001659150 0.000676874 0.007870650 0.001655960 0.001968680 0.002242060 0.001287830 0.351582000 0.127818000 0.001885650 0.024263200 0.012622100 0.002977160 0.004999810 0.025537800 0.001190780 0.003753930 0.388864000 
0.040851400 0.026988700 0.218565000 0.233381000 0.003760290 0.038045100 0.090123900 0.115833000 0.037319700 0.002552360 0.005216460 0.048501700 0.002257180 0.002510820 0.010833400 0.080452700 0.030288000 0.001081530 0.006989090 0.004448110 
0.018549300 0.006236240 0.002489570 0.000977506 0.007041650 0.008353940 0.002489160 0.002895290 0.004010400 0.163242000 0.444308000 0.004357090 0.120282000 0.073333000 0.004882760 0.005164240 0.013180700 0.006875980 0.014473400 0.096858100 
0.110675000 0.035219000 0.040518600 0.163644000 0.001483490 0.087796200 0.263846000 0.032522800 0.016380400 0.006833490 0.014068000 0.067715800 0.004898810 0.002325680 0.029898200 0.056288800 0.042692200 0.001033900 0.004052230 0.018107900 
0.052265800 0.066829500 0.071483700 0.029774500 0.014332500 0.073654000 0.038838700 0.022810100 0.155164000 0.018740600 0.065378000 0.043946900 0.020718900 0.062403300 0.014547500 0.054901800 0.037014000 0.019375700 0.111069000 0.026751200 
0.011658700 0.005099010 0.006401110 0.002174250 0.010534100 0.004020370 0.002425110 0.003470910 0.036678700 0.018718500 0.067649000 0.002669470 0.014353500 0.365099000 0.003115990 0.009484850 0.007371390 0.050956500 0.357486000 0.020634100 
0.062719600 0.203878000 0.042862900 0.023619300 0.005266290 0.109811000 0.068628500 0.025617500 0.033261200 0.012896800 0.030562800 0.227084000 0.012403700 0.003918180 0.014044100 0.048315200 0.046337800 0.002514350 0.006552110 0.019706300 
0.114552000 0.032400900 0.075061500 0.041619200 0.009854950 0.033962500 0.036490800 0.050381800 0.016523300 0.009294950 0.013915400 0.042302700 0.008224080 0.004660600 0.037922200 0.261065000 0.184583000 0.001754900 0.005853830 0.019576900 
