0.0000000000000000e+00 9.2538951082075840e-02
1.0000000000000001e-01 2.3335981001769951e-01
2.0000000000000001e-01 0.0000000000000000e+00
2.9999999999999999e-01 1.8597682562603754e-01
4.0000000000000002e-01 8.7872165842790589e-02
5.0000000000000000e-01 4.3487797409079841e-10
5.9999999999999998e-01 0.0000000000000000e+00
6.9999999999999996e-01 0.0000000000000000e+00
8.0000000000000004e-01 0.0000000000000000e+00
9.0000000000000002e-01 0.0000000000000000e+00
1.0000000000000000e+00 2.4470714515696349e-10
1.1000000000000001e+00 0.0000000000000000e+00
1.2000000000000000e+00 1.8432945593312591e-01
1.3000000000000000e+00 0.0000000000000000e+00
1.3999999999999999e+00 0.0000000000000000e+00
1.5000000000000000e+00 0.0000000000000000e+00
1.6000000000000001e+00 0.0000000000000000e+00
1.7000000000000000e+00 0.0000000000000000e+00
1.8000000000000000e+00 0.0000000000000000e+00
1.8999999999999999e+00 0.0000000000000000e+00
2.0000000000000000e+00 0.0000000000000000e+00
2.1000000000000001e+00 0.0000000000000000e+00
2.2000000000000002e+00 0.0000000000000000e+00
2.2999999999999998e+00 0.0000000000000000e+00
2.3999999999999999e+00 0.0000000000000000e+00
2.5000000000000000e+00 4.3376105537957501e-12
2.6000000000000001e+00 0.0000000000000000e+00
2.7000000000000002e+00 1.0306112874758104e-01
2.7999999999999998e+00 7.3300892390159703e-02
2.8999999999999999e+00 3.6708136351636428e-11
3.0000000000000000e+00 0.0000000000000000e+00
3.1000000000000001e+00 0.0000000000000000e+00
3.2000000000000002e+00 1.6209377786846055e-10
3.2999999999999998e+00 9.6620112038966525e-11
3.3999999999999999e+00 2.6833218577988633e-11
3.5000000000000000e+00 3.2004602795510322e-11
3.6000000000000001e+00 0.0000000000000000e+00
3.7000000000000002e+00 0.0000000000000000e+00
3.7999999999999998e+00 1.3992677431501015e-11
3.8999999999999999e+00 0.0000000000000000e+00
4.0000000000000000e+00 0.0000000000000000e+00
4.0999999999999996e+00 0.0000000000000000e+00
4.2000000000000002e+00 5.0657272291707406e-11
4.2999999999999998e+00 7.0378233496013892e-11
4.4000000000000004e+00 3.5304510837478626e-11
4.5000000000000000e+00 9.6032890125134877e-03
4.5999999999999996e+00 2.9957480137087933e-02
4.7000000000000002e+00 0.0000000000000000e+00
4.7999999999999998e+00 2.4129152516565001e-12
4.9000000000000004e+00 0.0000000000000000e+00
5.0000000000000000e+00 0.0000000000000000e+00
5.0999999999999996e+00 0.0000000000000000e+00
5.2000000000000002e+00 0.0000000000000000e+00
5.2999999999999998e+00 0.0000000000000000e+00
5.4000000000000004e+00 0.0000000000000000e+00
5.5000000000000000e+00 0.0000000000000000e+00
5.5999999999999996e+00 0.0000000000000000e+00
5.7000000000000002e+00 0.0000000000000000e+00
5.7999999999999998e+00 0.0000000000000000e+00
5.9000000000000004e+00 0.0000000000000000e+00
6.0000000000000000e+00 0.0000000000000000e+00
6.0999999999999996e+00 0.0000000000000000e+00
6.2000000000000002e+00 0.0000000000000000e+00
6.2999999999999998e+00 0.0000000000000000e+00
6.4000000000000004e+00 0.0000000000000000e+00
6.5000000000000000e+00 0.0000000000000000e+00
6.5999999999999996e+00 0.0000000000000000e+00
6.7000000000000002e+00 0.0000000000000000e+00
6.7999999999999998e+00 0.0000000000000000e+00
6.9000000000000004e+00 0.0000000000000000e+00
7.0000000000000000e+00 0.0000000000000000e+00
7.0999999999999996e+00 0.0000000000000000e+00
7.2000000000000002e+00 0.0000000000000000e+00
7.2999999999999998e+00 0.0000000000000000e+00
7.4000000000000004e+00 0.0000000000000000e+00
7.5000000000000000e+00 0.0000000000000000e+00
7.5999999999999996e+00 0.0000000000000000e+00
7.7000000000000002e+00 0.0000000000000000e+00
7.7999999999999998e+00 0.0000000000000000e+00
7.9000000000000004e+00 0.0000000000000000e+00
8.0000000000000000e+00 0.0000000000000000e+00
8.0999999999999996e+00 0.0000000000000000e+00
8.1999999999999993e+00 0.0000000000000000e+00
8.3000000000000007e+00 0.0000000000000000e+00
8.4000000000000004e+00 0.0000000000000000e+00
8.5000000000000000e+00 0.0000000000000000e+00
8.5999999999999996e+00 0.0000000000000000e+00
8.6999999999999993e+00 0.0000000000000000e+00
8.8000000000000007e+00 0.0000000000000000e+00
8.9000000000000004e+00 0.0000000000000000e+00
9.0000000000000000e+00 0.0000000000000000e+00
9.0999999999999996e+00 0.0000000000000000e+00
9.1999999999999993e+00 0.0000000000000000e+00
9.3000000000000007e+00 0.0000000000000000e+00
9.4000000000000004e+00 0.0000000000000000e+00
9.5000000000000000e+00 0.0000000000000000e+00
9.5999999999999996e+00 0.0000000000000000e+00
9.6999999999999993e+00 0.0000000000000000e+00
9.8000000000000007e+00 0.0000000000000000e+00
9.9000000000000004e+00 0.0000000000000000e+00
1.0000000000000000e+01 0.0000000000000000e+00
